course_id,rating_clarity,rating_workload,rating_interaction,rating_attendance_strictness,rating_assignments,overall_rating,course_organization,latent_computational_math_heavy,latent_theory_heavy,latent_difficulty_rigor,latent_practicality,latent_ease
1,0.395862386958858,0.5900106587878904,0.7259251417504311,0.7833176122047361,0.3378466018780877,0.3502633461103404,0.4915263350695618,0.49197042687461967,0.5092320721465206,0.46392863033298903,0.5299193809127315,0.4206459582822994
2,0.8517678568598557,0.5374958704988435,0.31474771636476184,0.3073485674068017,0.42808549202101176,0.40550004480688173,0.3194140071660696,0.415878973635971,0.5814880048027703,0.48279068125992763,0.4269072728674863,0.5895915959776188
3,0.7278664955070608,0.0,0.1289154110543418,0.16636207601144282,0.3382140645908649,0.32546643964512967,0.7973128905924511,0.1897123267349338,0.7323485657575697,0.16910703229543245,0.1739602491526485,0.8506091763213146
4,0.820525440402359,0.8476160903797147,0.447401430083584,0.8508804392754437,0.24848455911957412,0.29639618053058214,0.21121165510885564,0.4743351717192438,0.5865626156930528,0.5480503247496444,0.4878990797868193,0.43140607103082884
5,0.7689718731386543,0.23935652092540494,0.9211488510891082,0.4925780870135963,0.2955016497833851,0.45910285467916623,0.12745897784626692,0.26014889365578514,0.5251003029097069,0.267429085354395,0.4663522715177079,0.6373379364545532
6,0.921495525346617,0.2700312571472132,0.7206148844188789,0.6063264279651692,0.7093726042676494,0.8542714745600328,0.33778691519296533,0.4074624394966217,0.527937072908559,0.4897019307074313,0.5809428841768874,0.7281430903183547
7,0.7418291402887052,0.23572463215674322,0.3389963914394931,0.7930852011358756,0.5314711851491101,0.6015337740492317,0.6333170953702583,0.35851249886460035,0.6218598269359041,0.38359790865292664,0.38500478113851494,0.7291052223268364
8,1.0000000000000009,0.5864802980075865,0.6556410461745434,0.6337809844566884,0.48352497691117335,0.7315897790866206,0.4362969752520618,0.4280021099675038,0.65764644826487,0.5350026374593799,0.5660463940191083,0.6526672758473782
9,0.5181017131808741,1.0,0.443941477008825,0.6161558370794165,0.42301374103736844,0.289661932072768,0.33974147987667713,0.6655851537787727,0.47334099525893236,0.7115068705186842,0.6023879395175948,0.27518898124768504
10,0.7186489682879289,0.5338825569871153,0.8208642736878771,0.46108666933433184,0.5558302199215088,0.5647774498162921,0.19332015300808258,0.4921553171058639,0.45244012647715137,0.5448563884543121,0.6287561371711012,0.512570595121942
11,0.7748198835581546,0.1873349063449865,0.5526588374303048,0.5719577687609592,0.0,0.35253792555758423,0.43119384402764194,0.11996998582636369,0.7221048046550287,0.09366745317249325,0.22199812313258738,0.7212327596907957
12,0.444872742992505,0.2006812635857118,0.8759480420129027,0.7564658338475017,0.8059948699366304,1.0000000000000018,1.0,0.5136959048104359,0.5639069990663876,0.5033380667611711,0.6453867396542364,0.6976765917627173
13,0.6124097027532107,0.26378362373493314,1.0,0.3418568629590002,0.25663505524202357,0.7411727652985753,0.8360987206806065,0.28568553104014055,0.7299874316292289,0.26020933948847835,0.4817891092172894,0.7066701757434323
14,0.6423275418613565,0.5318449741797497,0.5432555378227262,0.271559910537821,0.9333157836171049,0.7591111257847114,0.6334581767308869,0.6575987947464706,0.46653026642215367,0.7325803788984273,0.6958564670475847,0.5708846624188202
15,0.38959839010450725,0.5169815744322603,0.4881729752766413,0.7218014337243064,0.7383348613322216,0.5715007029380779,0.5412129634358429,0.6242068962848913,0.40428351533945606,0.627658217882241,0.5968803094455591,0.45728931895606734
16,0.8072790377026573,0.4719400396432105,0.9419834242916858,0.7539211491962945,0.25152516090295407,0.46605178555426185,0.2409626671735685,0.3279302726779344,0.5914270484357929,0.3617326002730823,0.5247871035416505,0.5823281326584925
17,0.1756966943103011,0.5909265589288246,0.16678131131690854,0.7065596542390287,0.5735101885928033,0.17898173159397146,0.36660278310140804,0.630635360146591,0.3177517605162572,0.582218373760814,0.45671643651084126,0.3072286107728722
18,0.5865791991253255,0.5363682576369859,0.6615590705837375,0.5073915512346785,0.7904630355496867,0.5944315792293171,0.24727398178073123,0.6134166774496039,0.35470970265221385,0.6634156465933363,0.6755634126860917,0.46953917295148206
19,0.4961321869906046,0.4325782783842751,0.21828959149758198,0.5228698859419181,0.5865825313159103,0.20553615438373107,0.32499826535367937,0.5084378864819533,0.41142089892572625,0.5095804048500927,0.42989337349092127,0.49042121651326764
20,0.9049548105317617,0.9413399066520967,0.4741529410363592,0.7239152851467248,0.37957874543386616,0.6209751356269866,0.45714566521165967,0.5473764987280327,0.6628615428800376,0.6604593260429814,0.5764793524800832,0.47687509459419797
21,0.5350596427052992,0.4042302405918745,0.44981102070228296,0.6519138521287786,0.5691553064178843,0.35375642093687176,0.401163071801629,0.4823422902628437,0.45693135815205954,0.4866927735048794,0.4838745009554009,0.5325643752056957
22,0.582795155324038,0.5734336913722444,0.8076393718381638,0.6312857898472934,0.3248293416860797,0.5339018559737276,0.459842310438094,0.442746182158522,0.5674743105109222,0.44913151652916206,0.5442536556375543,0.49571304766833624
23,0.2796965313011528,0.4517953140351558,0.9569581556390654,0.4996213128620157,0.7206003766749935,0.7547922997336034,0.7530887577550347,0.6130189700238292,0.4452947381671675,0.5861978453550747,0.7108661915722637,0.48177823845740575
24,0.6759064365982814,0.08044201377882487,0.7469766882102178,0.6568530397278813,0.6714268722118941,0.7642272735683306,0.5548053181802999,0.36556626707663137,0.5293210525089351,0.3759344429953595,0.5167963594814705,0.7491468327638425
25,0.4255113879093715,0.5520244804062697,0.5376399591810443,0.409714329842954,0.3696307854285177,0.15906541346940628,0.1647694200665759,0.4835598287520406,0.39570904716302624,0.4608276329173937,0.47475164604760134,0.3823486470145559
26,0.5714842809331264,0.4099136651007358,0.7163957268927073,0.40948984905999986,0.6214528643612605,0.5725471952347476,0.3878632857610844,0.49824975559817325,0.44933578903459565,0.5156832647309981,0.5864739633425371,0.5422009034851731
27,0.34410628767356677,0.6435774527308693,0.5252581412959199,0.5226808336738866,0.5176995823584463,0.29871754682842244,0.3081627114731367,0.595689556501013,0.3729842749938123,0.5806385175446578,0.5577305111514153,0.3418440762717063
28,0.44277798774984145,0.37748975176716915,0.7858575401981849,0.5790310130318304,0.39455667909802017,0.711751921204046,0.9345968899478869,0.42026297479610747,0.6637142034647988,0.38602321543259466,0.5068268592288142,0.6130346723826463
29,0.35930134480032283,0.5567668758947244,0.4783931465139082,0.7234298822275029,0.4354113545529392,0.19254513048759847,0.2601255450934641,0.525011023219001,0.3861760050969436,0.4960891152238318,0.48471254854376544,0.37303889658093226
30,0.791093739688379,0.586926615682736,0.672556585396288,0.8011541190654823,0.6666091838039625,0.5680191880457919,0.2770145398331234,0.5431955718570036,0.4738551426913371,0.6267678997433492,0.6444886338452922,0.537069757568882
31,0.5757615643253997,0.4953314902717647,0.18392203453361677,0.4726809531661873,0.549540581366136,0.3556176039165937,0.4705327187646642,0.5027965157900804,0.5013408246716815,0.5224360358189504,0.42359228998806886,0.5262785733743869
32,0.18395389921574257,0.3899393646160929,0.427827861508022,0.8328156211777165,0.6138233961542516,0.1678536374368207,0.3258563754857704,0.5647143244649893,0.294286577299254,0.5018813803851723,0.4908595262989351,0.38277708893701395
33,0.708480729201967,0.5253709522102499,0.40479851633709174,0.4947173216395626,0.7918487381031198,0.5341094775136188,0.28924717266468924,0.5851917302849545,0.41165014422239377,0.6586098451566849,0.5957903358054504,0.5310933453296248
34,0.562567457224401,0.2555588911415514,0.4596377148165347,0.7483566313075558,0.5950323822834029,0.4789967274243043,0.4767832279536872,0.42772301792510153,0.48526302512731,0.42529563671247717,0.45257193470078705,0.6181600720238772
35,0.27962855755148475,0.45053343438465543,0.4573168310519744,0.5460008386953747,0.021450398450138408,0.020198942557575705,0.2880259978335147,0.3328678216236206,0.4922439748497083,0.23599191641739692,0.2809352390110443,0.3892432488334347
36,0.8117364098510409,0.8049992812776612,0.5201559336696882,0.5277161662703085,0.3081831042626826,0.5712586766304426,0.5759513679203572,0.48292567224592936,0.6932357909411845,0.5565911927701719,0.5208198061892778,0.5178851250134233
37,0.5130294989088311,0.31450280806078545,0.29697292643878725,0.507564269722014,0.5296877122757406,0.16734336547940032,0.14143693153775594,0.43507030835284427,0.37015693697358326,0.42209526016826304,0.39531780526016813,0.5076980626467695
38,0.467052042883922,0.5743365886794134,0.9054390094128744,0.4432269566325022,0.6900499782210661,0.6253439809253578,0.262714062217662,0.6123442181834073,0.3484031433192346,0.6321932834502397,0.7199526707161127,0.4096289941253359
39,0.3779185995702896,0.28876046319059245,0.6025981264439224,0.6360699646355554,0.7416777833602621,0.3390333118803426,0.19342327533311643,0.5365915787062839,0.27746632120811343,0.5152191232754273,0.5640786902344592,0.47434790961850215
40,0.6815981235835755,0.49509965862790395,0.27995153016462737,0.40413184196320007,0.7591017728867504,0.26930250619828655,0.008064883481932128,0.5653609478891466,0.31365152060690255,0.6271007157573272,0.5361560657924596,0.4762123626786551
41,0.7075555097986017,0.4647793914916134,0.6271829131584177,0.46051120854854766,0.132512996726172,0.18902608703854717,0.15660317780535848,0.29740585332739383,0.5627016416435344,0.2986461941088927,0.3805938900854781,0.5284310828838671
42,0.5570294299434222,0.6221772289735723,0.5112774868483738,0.4962342334652474,0.3059498921531212,0.09030105994237836,0.06987901222823645,0.45984496246199297,0.4276329871141441,0.46406356056334674,0.46241637160783233,0.38791668283358727
43,0.6990150229983074,0.43399475641214824,0.6862759863360699,0.5853430794304986,0.2652499125674659,0.3817498708227127,0.3800720507333608,0.3398948629921842,0.5981055020358441,0.34962233448980706,0.4421811878514518,0.5820225167811359
44,0.22995747882726647,0.5168973311344143,0.8834249479997567,0.5797909084986426,0.3833618697107086,0.38660299012442145,0.38326878557221633,0.5141121845725959,0.3996206316266063,0.45012960042256145,0.5734414316245348,0.36187781619158416
45,0.5143689184228215,0.7217960727878312,0.41534187191282346,0.0,0.6663188361704684,0.43810205411934966,0.43072780464641625,0.6523721798987556,0.43088820222309265,0.6940574544791498,0.6076689178783837,0.4031746991832794
46,0.6183933184361097,0.7170105069698378,0.7578080660861701,0.6794758109903567,0.5266640082662937,0.6105468190718693,0.6045243356157108,0.5737911424072306,0.570021976438249,0.6218372576180657,0.6531111752233199,0.481457991709651
47,0.23266871656624577,0.64749525189628,0.333009846355405,0.44102787867736204,0.5522120509553394,0.29566151560082865,0.6452407186519311,0.6333491778273986,0.4416046870397601,0.5998536514258097,0.5150363498576412,0.3631175295983725
48,0.6456594993581506,0.6887388503468781,0.5689364404319548,0.29137577759614963,0.6461707843176416,0.5943951490949022,0.5268177521664859,0.6048319539941778,0.5165158027383302,0.6674548173322599,0.6357709009607064,0.48813181003780615
49,0.8109939441606224,0.3091528470486269,0.9026368629781238,0.6844443635573487,0.6122906664107175,0.723298091299375,0.10052333695538795,0.4063786165516132,0.43534384846738833,0.4607217567296722,0.6084531795723122,0.6208411062358759
50,0.3208542171336086,0.02900643182550411,0.5161623841935548,0.43806689938259424,0.884730923177866,0.5305688040102705,0.5015456530885798,0.5013240985746263,0.3224206776244062,0.456868677501685,0.5174430140768641,0.6170482447409578
51,0.29926159362489635,0.3882312407219146,0.5645075341523649,0.8984103431469128,0.45744940651428934,0.19877217604143205,0.22691528209559042,0.4784199401695023,0.34692708454788357,0.422840323618102,0.46880139506799956,0.4097951975803108
52,0.4049790353555327,0.7201348203719267,0.5635192969872271,0.6765424179669468,0.5248339569874592,0.43722555784568407,0.36425023653092214,0.6169917038726478,0.4117800580640214,0.6224843886796929,0.5950298180027298,0.34678773329962687
53,0.4162640255788519,0.37902626362735337,0.6173841006734788,0.6873678583185763,0.39416815731790145,0.515414617685277,0.7459733173277225,0.4260249632623316,0.5885326228219305,0.3865972104726274,0.4565903722174103,0.564089768246144
54,0.41047802566088976,0.49328591694358614,0.6421399051027743,0.3889872708834696,0.7422357147136953,0.3472712608656696,0.17323556370302473,0.6121130475307346,0.2816290418632615,0.6177608158286407,0.6375220324993862,0.4015239562275264
55,0.46498359720439364,0.5095861385461875,0.5701058667136474,0.5419833418667324,0.6251842285232581,0.5355001838627249,0.646581175706622,0.5609114273868996,0.501492401961878,0.5673851835347228,0.5739812929872536,0.5114752186046069
56,0.3158925529989487,0.27563691482539454,0.6727121429156897,0.7385691505862662,0.7804230162375925,0.3309884398243579,0.20056661944837906,0.559245461825405,0.24663380548528696,0.5280299655314935,0.5966739238173623,0.4562155791590975
57,0.7654157204195142,0.547842650347615,0.46445879096687026,0.5103831124844636,0.45781839648645484,0.47353878760238644,0.3592188259404647,0.4491812746497251,0.5562765722800561,0.5028305234170349,0.4868177909889275,0.5588729932168527
58,0.6735940216216685,0.3476830793599959,0.4084667884966029,0.4398273975976288,0.45681064933884663,0.5148541663161037,0.5481424582885923,0.3870786871552033,0.5905645731669372,0.40224686434942125,0.4095692200925183,0.6399928685623876
59,0.011030285741453483,0.8236941903037946,0.3573282715257964,0.7386578944702062,0.8461067528463619,0.1863562672978638,0.22462246603416602,0.8657143201117721,0.12864643726755826,0.8349004715750783,0.6927494396874221,0.11985893138189674
60,0.5682450986385144,0.7878338649632299,0.35483035202004665,0.6168717044098662,0.5605050744258637,0.29913074648266047,0.2928089325889509,0.6256865560279347,0.43321738860185366,0.6741694696945468,0.5670012948653285,0.370726279987904
61,0.24104877091173726,0.43590722367946366,0.45336394774979016,0.5926764004672913,0.5155239126895346,0.16757235678184657,0.41043870607955757,0.5323627003652518,0.37336344314009284,0.4757155681844991,0.47299091650459,0.404144360108821
62,0.3454976860261807,0.7209080539297261,0.3281058636917322,0.3943450200862051,0.3745928731557999,0.20720427034951072,0.532948354932687,0.5691008336289743,0.4950782523888637,0.547750463542763,0.46454132454875746,0.3564255238251193
63,0.5838299234116144,0.6607838688749039,0.20211566190446817,0.3547751374202255,0.46957608139321927,0.14235848313047939,0.17669310689972573,0.5353779954249264,0.4253102361910032,0.5651799751340616,0.4467002917910994,0.4045570431946294
64,0.08692490362647742,0.5298387388001906,0.5109757780782296,0.6292617158984131,0.7108510094126794,0.4060969287149714,0.44617267049608245,0.6788909185598526,0.2733288481190921,0.620344874106435,0.5965847588285978,0.31206900002973126
65,0.7873244938159738,0.01523543014827311,0.20926481061537405,0.27874370199426135,0.4415107152130062,0.3670938256116152,0.4219481709857513,0.22523355938131698,0.5907922181167019,0.22837307268063967,0.24395435831429665,0.7932252596642306
66,0.3253934293728902,0.3936800203130497,0.8134569867914454,0.27399491816031585,0.6247939826510498,0.416117813216772,0.16414403482905282,0.5423109153110618,0.2838999176753651,0.5092370014820498,0.6120586951917685,0.4055141705897468
67,0.004176739998333012,0.38223353832246154,0.3865989074309075,0.3474030668204042,0.4889252831093094,0.24678993371206026,0.49753454994510626,0.5476281805730417,0.3289213665474109,0.43557941071588546,0.4262198469697345,0.3482841906593699
68,0.8092495070550916,0.21045238522587972,0.40341329256741165,0.4605364255908553,0.422135170000832,0.39671061034029975,0.2634334277917789,0.2911851206796664,0.5487984761961551,0.31629377761335586,0.35301377133832024,0.6922055342900405
69,0.2610820677238044,0.48399189899599193,0.5275242230255044,0.719863225994958,0.5416486118721391,0.39359573282630045,0.44159979422004625,0.5580397908024916,0.38344406811870596,0.5128202554340655,0.5201142813553046,0.39915602633513425
70,0.5040665499943779,0.5465414444601757,0.6289961589218427,0.5275871401399259,0.39258323513551385,0.4767078889984173,0.5669735855345381,0.4748365618394002,0.5570890768944664,0.4695623397978448,0.5096945750688111,0.4964047593205886
71,0.4968601253455738,0.7315147281028125,0.48053931608963385,0.646181190603266,0.414200534410055,0.4162034173694966,0.601249417739778,0.5589140799360323,0.5600781797568566,0.5728576312564337,0.5292964270217559,0.4263880424450601
72,0.6068716754722319,0.5023008689429984,0.4750766372503481,0.5398045762417754,0.40815624645458204,0.16438548197517733,0.10228539046365803,0.4428085110645858,0.42575809914118684,0.4552285576987902,0.4564757504398368,0.46228540070442503
73,0.2641916329593377,0.7828614202138553,0.15533242791434088,0.6765424179669468,0.3553475950024412,0.0,0.307642084678597,0.6024452794946511,0.39353752267254477,0.5691045076081482,0.4235971924394353,0.2540605020339124
74,0.7717363397890269,0.6434265523333478,0.20937054463943117,0.43466790647722053,0.5046027786003151,0.5694132636164237,0.7067407426192744,0.5048644644156598,0.6660861452628108,0.5740146654668314,0.45768024053195977,0.5926720635061266
75,0.6871230888507496,0.42780320079572665,0.0,0.6862746544431477,0.4984125516894995,0.34444457744521983,0.6784654227069531,0.43306168322394056,0.628432213538346,0.46310787624261307,0.3277059809145178,0.6394210397633998
76,0.44331361416045123,0.7130089286111101,0.7284226618817407,0.5099570791156172,0.6632282427828073,0.5965644574127662,0.4417662504208355,0.6618321457254768,0.4108094797686081,0.6881185856969587,0.6977207742609781,0.38047512430390357
77,0.443555923591056,0.35329002539894017,0.6214442892038416,0.28781908350875707,0.3363217060052266,0.41632922428221164,0.7177542897066269,0.3871335078434555,0.605562062852621,0.3448058657020834,0.4269489767829252,0.5796572172181718
78,0.589450431758384,0.6863250984058453,0.41054985887312867,0.26367667515797333,0.2870415345042465,0.2730770863408676,0.3967941942759827,0.47145656681236,0.5590731587607543,0.4866833164550459,0.44387910098539074,0.4406089721962121
79,0.3192164693576762,0.48148481845211233,0.6457656209095122,0.6099603307286188,0.5382808088474267,0.6655135276051141,0.835454621205808,0.5440629570482803,0.5426506390429915,0.5098828136497695,0.553487455347458,0.5021835846033872
80,0.7523461969750214,0.3628481874511502,0.49082935892062096,0.6798738495490113,0.48412215532808656,0.30327483667345057,0.0,0.3883188977166905,0.41808452234283144,0.4234851713896184,0.449752126042766,0.5557992038095485
81,0.3774781418650468,0.2641340047198524,0.42809061920065616,0.20434914252914105,0.2975163332896571,0.1432232905772537,0.27221872018886284,0.3491645068307944,0.43813900173197123,0.28082516900475474,0.32667392049201543,0.4997813988958503
82,0.7558092602202615,0.6631381397212319,0.36873421549347185,0.5182800186652061,0.05892676616907,0.13618203415619234,0.3065471494396741,0.3376641103120685,0.6541467135302566,0.36103245294515096,0.3331324130320391,0.4983778780875467
83,0.5942511511506394,0.394789523768158,0.30830346981789525,0.4342399733129412,0.5473625679430913,0.2251768979284936,0.1641841931499073,0.45801060645437186,0.4012436001222639,0.4710760458556247,0.4298729252530525,0.512621489582974
84,0.6706179043873304,0.439617906922801,0.3845673231809146,0.5182800186652061,0.40596402496469786,0.3727875410173649,0.4726269264795304,0.40410919187753347,0.578346483313992,0.42279096594374943,0.4096411790169938,0.5869253842817179
85,0.5338178721222757,0.527082345843926,0.7755762434621047,0.6828248728108361,0.2294051600096214,0.36062994580315255,0.5317477166757838,0.39583142791696385,0.6041264080764344,0.3782437529267737,0.4825596407956577,0.5090437538464967
86,0.6281386081045168,0.6137224000389923,0.5008714489123056,0.6182506291857317,0.5189612924328362,0.45763582728930174,0.21636038526844015,0.527445755367828,0.4398862599506841,0.5663418462359142,0.5419626716585239,0.4490385602798979
87,0.0,0.717214491067991,0.5520798578189945,0.516886928504122,0.46383924069082205,0.08191920097108607,0.16414403482905282,0.6724214927035252,0.21829863998292187,0.5905268658794065,0.5663240009424244,0.1459430105386142
88,0.8530445301722454,0.42762221716612725,0.47217307855656987,1.0,0.25720497930754416,0.4954005822453862,0.721039783649676,0.3033219725550195,0.7737680160454091,0.3424135982368357,0.3728205804398268,0.7143768819323826
89,0.17288243057869135,0.28402678476735144,0.7393613648166211,0.3282133924731161,0.8263957362456047,0.6503882656892692,0.5173068295969188,0.6095925222894443,0.2936475201877821,0.5552112605064781,0.6375747393734337,0.4590036242439197
90,0.6695298921800132,0.7170105069698378,0.43942712031505504,0.18988838384391915,0.5826281570513157,0.3200437150364692,0.06713137889850085,0.5859494871724588,0.38304299776208517,0.6498193320105767,0.5799825510059942,0.39443402986377035
91,0.5680597156848757,0.9137923973494742,0.5367047325853216,0.5732097135113818,0.6750923395136201,0.48922375964551534,0.38589828258113545,0.7219419516082626,0.4313575975390178,0.7944423684315471,0.7051860747858868,0.3388865838503877
92,0.5625445728141498,0.7295006102105841,0.6187054004982473,0.516886928504122,0.23749663480925332,0.6145482392376476,0.9100446863587814,0.47428998344510503,0.74415725026775,0.4834986225099187,0.49946045713635073,0.5152265223131826
93,0.9668434487358626,0.4858514037562349,0.5008081746400368,0.6317088716944914,0.5344239057983797,0.6258153086338947,0.4869047911290929,0.41474143407467334,0.6484847122132205,0.5101376547773073,0.5097674358382334,0.6897777762176697
94,0.4940195143988939,0.3201742259577962,0.71887467133394,0.30977076443102103,0.3895358311110071,0.5133384127286931,0.48864239854118097,0.38508011994774255,0.5270709201957241,0.35485502853440165,0.4675290016319237,0.5672665950846753
95,0.614640850434756,0.4725527803723324,0.532722685762212,0.5891897842575959,0.559695605675679,0.3811050988942686,0.22132298327657285,0.48997118433225334,0.4246786600962613,0.5161241930240057,0.5254608821106349,0.501099824680284
96,0.7996957162554077,0.33224942460008666,0.4854543151397426,0.56264919132252,0.5241972689259073,0.6145482392376476,0.6278120074015865,0.38263953415931606,0.6423685226021757,0.428223346762997,0.4549900294923117,0.7125409181424457
97,0.8091327385008737,0.4613295158389308,0.5381093736560523,0.644551907853911,0.4985264779049361,0.6044139757644551,0.47243470451536407,0.42211584979737204,0.5989906616842023,0.47992799687193344,0.4992422580104694,0.63360822996785
98,0.7353243158787555,0.41159336959728865,0.5911631914282562,0.3391315741038259,0.7820627381541723,0.7256023105301637,0.4549175609411682,0.5303975799248333,0.4819658354407216,0.5968280538757305,0.6136520635693323,0.6204758907008203
99,0.8864360058307552,0.587225607827425,0.14707070786927634,0.6560311705074291,0.13662167485465826,0.3727875410173649,0.706176612941829,0.31225171190668227,0.816427914114007,0.3619236413410416,0.2749375646508737,0.660919481789698
100,0.4782106558460253,0.27678452978313306,0.1543846893731864,0.3029046941261475,0.5467325170005548,0.1579033342671039,0.455504036080983,0.4337646875442701,0.46278038707428637,0.41175852339184393,0.34804377254711777,0.5716712576413535
101,0.601333648191253,0.5434245319099054,0.4802229447282853,0.6034306269398098,0.7667563989909691,0.46850968590933206,0.21868336698082835,0.6038056427220992,0.3569790356129377,0.6550904654504373,0.6137968025878449,0.46690031990870473
102,0.4471158767315231,0.4777395596494296,0.4135429450925745,0.5727265523654861,1.0,0.5355856259521463,0.37890175818681815,0.7016726485134672,0.28910617222141943,0.7388697798247148,0.6673847514226012,0.463530878470201
103,0.5257482289735176,0.6306677403369667,0.6173841006734788,0.5342952892998225,0.46548965552537513,0.3278358555874181,0.14091338742604798,0.5333133125502333,0.3936846690822354,0.5480786979311709,0.5606114145132837,0.38621487293983
104,0.3820733995499497,0.496386454493825,0.15756681296544617,0.7495216526270374,0.5487247822723749,0.36030069949081245,0.4819766892084827,0.5416298147964901,0.43780009638373885,0.5225556183830999,0.41567589314673126,0.4506701158641464
105,0.4252107065146884,0.8732600015498369,0.1946134688127774,0.6764536663783405,0.49401825480836425,0.218546951527804,0.5366795565390126,0.6618691612403428,0.488456115626286,0.6836391281791006,0.5179693430321299,0.32811619329374314
106,0.3555706262127165,0.10008040839987231,0.30002450288758986,0.7511711169883286,0.852294399766059,0.3693378895451165,0.4455018685549792,0.5098357980238293,0.32468705323887576,0.47618740408296567,0.46094923329266224,0.5912964608361336
107,0.45479980294390465,0.09801151340067005,0.4004004308683582,0.514654988353568,0.5976114663891483,0.3727875410173649,0.5400968359019727,0.38728923132714643,0.4689303836793125,0.3478114898949092,0.38856816983636777,0.6507346829976883
108,0.9383621655765433,0.29409446257810945,0.41497015029759954,0.6378640301811531,0.7055043962112215,0.6314839797230682,0.33269750043352175,0.41216711040042375,0.5332195642401563,0.4997994293946655,0.4949211423472013,0.724246581286078
109,0.5288719494641825,0.5110461542321634,0.27046205765284803,0.28834296940425386,0.4683385029924523,0.1492965319473072,0.26132632407215084,0.4859794729970098,0.43606784483998096,0.4896923286123078,0.4217878647624843,0.4593955829072378
110,0.6060079464467583,0.8888444367663499,0.4092369512137948,0.5739525025338397,0.5833555198413345,0.46134193735093376,0.4418916925118621,0.6676783933537223,0.4917582176831168,0.7360999783038422,0.6227666243305772,0.3752437423745357
111,0.6283473843175544,0.33593838658183195,0.4775515790145466,0.4399267871583241,0.6612698902994785,0.4747939054431143,0.16164333633774763,0.4732138338890133,0.37811578513951216,0.4986041384406552,0.5085549457987049,0.5492922663618386
112,0.16886005163958817,0.42637773978417304,0.5948974376530103,0.3392092982110517,0.6007068810778176,0.5574615240980698,0.8784802461680643,0.5770618380168787,0.4863570399093331,0.5135423104309953,0.5466653056622821,0.4726889739757789
113,0.719134439018231,0.2208784903480021,0.5411035538397595,0.7948096588752165,0.2476173973034621,0.5084198843873597,0.5844324039123592,0.24357146725693948,0.6819631758346679,0.2342479438257321,0.32764157217771334,0.7161888602505635
114,0.5149927504248106,0.48748663602381725,0.3057550168049712,0.4102284261872251,0.20648591557823526,0.08825121207908992,0.2442263669628586,0.3745904705558589,0.5037809164122137,0.34698627580102626,0.3205668620799306,0.45984771915296907
115,0.7313529662328486,0.36439392407111537,0.36421047043991805,0.4527335522139655,0.5735101885928033,0.6122463610410556,0.6901829609437309,0.4288910518189978,0.6254845179339618,0.46895205633195935,0.44798539379043134,0.6848202090534395
116,0.8270782933100689,0.493180056533995,0.48665082294002904,0.4298687735549205,0.4466555997082011,0.7805909835999856,0.8301911935354278,0.41051860383486466,0.7460476404834635,0.46991782812109806,0.47261150372548766,0.6995975334175152
117,0.5101990939884775,0.31450280806078545,0.8486579314053824,0.34041504455867866,0.5634211630055788,0.615006296546099,0.30791293707980394,0.4491297696288502,0.41731286197222484,0.4389619855331821,0.5743166870420818,0.5398611017870376
118,0.44452896770683115,0.36006971737124527,0.7007846131122388,0.5423913313893536,0.6619107011634293,0.5911799454695092,0.4129320640904446,0.5198863738725037,0.40153815078001764,0.5109902092673373,0.583020579610417,0.5163701129523233
119,0.44718049375281144,0.2900316900977611,0.4396031186267031,0.5677773461302795,0.4739817077124924,0.33295496410470804,0.5366795565390126,0.41616926037353913,0.5021565052883906,0.38200669890512673,0.4084831257023362,0.5701954327698227
120,0.7523461969750214,0.5119131072381089,0.6420805908941567,0.4928753346925916,0.34062871286405283,0.7450521180541134,0.7337721856511958,0.3905474886458604,0.7179528200599601,0.42627091005108086,0.4824495945853008,0.6429276730250042
